id,bundleId,content,embedding
1,com.loop.match3d,"Get ready for a new, challenging and original matching pairs brain game.
You need to match 3D objects on the ground and pop them all! When you clear a level, you will find new objects to pair. Sort and find all pairs, clear the board and win!","[0.31683534,0.6250089,-0.120355874,0.21742316,-0.5700216,-1.1653101,-0.19737697,0.83104455,0.3017986,0.7220529,0.6659922,0.49589717,0.24353819,-0.5368047,-0.14536129,-0.508167,-0.96893746,-0.35293144,-0.11633639,-0.58379996,0.02051121,0.98831993,-1.1925523,-0.06214338,-0.039343793,0.58042306,0.3620945,-0.6021277,0.85079485,0.0435672,0.30263323,-0.26553303,0.3629068,-0.3996188,-0.33229598,-0.34500155,0.51303726,-0.017193075,-0.20241337,-0.47669712,0.1627719,-0.3525163,-0.28975943,-0.30946612,-0.9052388,-0.011563973,0.3613506,-0.25242224,0.048318733,-1.2014859,-0.06552005,-0.20813479,-0.19669837,0.41450658,0.08556941,0.11185887,-0.37278238,0.23630844,-0.2868302,0.30411813,1.0511811,0.6076159,0.005679422,-0.8369185,0.2208221,0.30782935,0.06850167,-0.35683623,-0.25482345,0.254158,-0.799581,0.123561375,-0.08303365,-0.36400518,0.35625795,0.26337406,0.48432383,-0.017761726,-0.75916016,0.21555012,0.3747025,0.48067775,0.00022568673,0.032151908,-0.4028644,0.13414775,0.87631685,0.49366832,0.25310898,-1.0701978,-0.59731925,0.13769755,-0.33930966,1.0028437,1.0595645,0.15754679,-0.24421619,-0.16052076,0.7759018,-0.34181932,0.25061783,1.2434292,-0.616685,0.61513317,-0.5036621,0.17328325,0.1099269,0.15436754,-0.00882301,-0.61576784,0.75391066,0.08719867,0.84856546,0.41449827,-0.7916731,0.93295014,-0.020732198,0.41696244,-0.8078294,0.105748676,-0.013467614,0.11376608,0.14908217,0.40177774,0.53538686,-0.33234394,-0.06556756,0.57743055,0.005631528,0.5000773,0.020144755,0.4757237,0.6440997,0.9380807,-1.1945927,0.23237444,-0.3296776,0.6151997,-0.55077016,-0.5128297,0.66793036,0.2905085,-0.20764862,1.0203147,0.32543242,-0.48709875,0.016012471,0.10893638,-0.7605013,0.050268546,-0.7808312,-0.23995905,-0.15423581,0.39121795,0.1755856,-0.39819917,0.063082516,0.17887071,0.62213355,-0.0014531238,0.13044575,0.8541111,-0.23472448,0.8295186,0.15101859,0.46813533,0.10155305,0.15869421,0.01770295,0.31071234,-0.7820192,-0.0016360347,0.4076205,0.5398138,0.055856016,0.7864751,0.7820903,0.08806998,0.5301671,0.03735774,0.34359163,-0.33205158,0.37822902,0.23453987,-0.5638338,-0.124925144,0.14406106,0.007466808,-1.1029763,0.23431355,0.32335618,-0.22389096,-0.32094815,0.35958666,0.09386504,0.32212028,-0.10110152,0.43344933,-0.23560414,-0.5938029,-0.37711993,0.524607,-0.028463531,0.40105194,0.21080016,-0.23548871,-0.024585593,-0.1706401,-0.7624674,-0.26363662,-0.07117394,0.42025334,0.28567863,0.13001862,0.5304104,0.5132589,-0.36668062,-0.23374768,0.19426589,-0.5809202,0.7573089,0.061138414,0.6414511,0.93800926,-0.21274038,0.00018828915,0.4032995,0.051601864,0.8024129,1.0091319,-0.31445304,1.2392431,0.11194904,0.55785763,0.2508338,-0.116629906,0.11576442,0.06481257,0.5017793,0.04165316,0.20037118,-0.44811237,0.20867503,0.6134023,0.085201174,-0.30327496,0.6410463,0.57654893,-0.6042475,0.45721856,-1.0173676,0.062486917,-0.55463463,0.041227486,-0.83664066,-0.29749596,0.22349894,1.5145481,-0.15733033,-0.61652434,-0.90458626,-0.09344558,0.4899688,-0.08188456,0.33889762,0.25682116,-0.028005082,0.035331756,0.15441024,-0.5806019,-0.8380983,-0.56698817,-0.9607877,-0.30039376,-0.20265718,-0.68972313,-0.08655981,-0.25401857,-0.28079396,-0.071499735,-0.017805262,-0.2657887,0.3807514,0.5574344,0.8563125,0.5354079,-1.0376436,-0.51431215,-0.09417123,1.0097682,-0.23790029,0.22583713,-0.0048986147,-0.7941963,0.05550375,-0.19369256,0.22440109,-0.17743447,0.20956293,0.04446085,-0.44251433,0.26392543,0.074253514,-0.08059503,-0.418675,0.40021792,1.3942454,-0.6997384,0.5701052,0.5369671,-0.5840399,-0.19826639,0.501643,0.40725908,-0.3169849,1.0246274,0.52670056,0.61646634,-0.028950095,0.071281776,-1.0063351,-0.018920567,-0.15313943,0.024371544,-0.26458558,0.41349545,-0.74162287,-1.0062281,0.018026896,-0.35926995,-0.7978594,0.392173,-0.1794839,0.23644976,0.14914456,0.29223403,-0.044948842,-0.782045,0.6863382,0.29096514,0.222914,-0.5470594,0.033391614,0.2610884,0.50658864,0.043078866,0.8772669,0.1964487,-0.0518785,-0.14650106,-0.110617094,-0.10805982,0.032281063,-0.43329847,0.59511596,-0.2515408,-0.73715067,0.057417247,0.65637314,0.21363059,-0.27266118,0.23412421,0.5170604,0.30023274,-0.661247,-1.2026657,1.1799091,0.28026375,0.29227078,-1.1787075,-0.0659895,0.51486015,0.4380356,0.65726554,-0.19468266,-0.66611046,0.7726182,-0.33009267,0.934199,-0.13285409,0.36458835,-0.15673096,1.0140122,0.38796467,0.2712431,0.5256303,0.18009785,0.3991952,-0.18109544,-0.0005606393,0.26956958,-0.5737081,0.23670217,-1.1595012,-0.3599348,-0.105834,0.14168629,0.6558003,0.93728757,-0.24238889,0.28616884,-0.21025956,-0.9161329,0.4771712,-0.36514166,0.48326316,-0.8264717,-0.2739731,0.3539604,-0.68731374,-0.49200657,0.56311035,-0.5659329,0.1487566,1.0869697,-0.5393277,-1.3774608,-0.11976146,-0.8629037,-0.0046408386,-0.9547922,-0.3339189,-0.37703183,0.12372476,0.07756782,-0.9837962,-0.22358754,-0.7932361,0.35229588,0.09212449,-0.715316,0.122888006,0.07339218,-0.32272488,-0.5336065,0.17069101,0.20035611,-0.23260972,0.28284648,-0.36300793,-0.8606006,-0.9385106,0.29125312,0.1509475,0.22733022,0.6404036,0.6405806,0.49060744,-0.37752432,0.012890819,-0.26938897,-0.50018585,-0.51010805,0.111140385,0.3029146,-0.7611144,0.45703128,0.19268462,0.8803531,-0.36923322,0.24048245,0.17027374,-0.018313661,-0.39211014,-0.714874,0.5031987,-0.50227946,0.0500534,-0.057841256,-0.12412214,-0.82978773,0.35731205,0.4810661,-0.40363115,0.391912,-0.42783663,0.8141299,0.31338996,-0.12983355,-0.21355607,-0.7055951,0.5926459,-0.11384518,0.08275851,-1.322994,-0.46375,-0.03458722,0.34020752,-0.50813127,0.22328684,-0.15099454,0.18182741,-0.16681203,0.60361093,0.40430918,0.3405729,-0.5096756,0.5479233,-0.0918214,0.22767337,-0.35481185,0.11740906,-1.0115982,0.2717649,-0.790214,0.3640561,-0.41270298,-0.5501585,0.032531872,0.15198818,-0.45610186,0.57035005,-0.52492994,0.20768301,0.53150886,0.3899547,-0.36982974,-0.23627752,-1.5989105,0.7044802,-0.58256036,-0.35058147,-0.20738614,0.44878235,0.26661125,1.1352187,-0.02131958,-0.051238254,-0.9720203,-0.6151213,-0.28039333,-1.175189,-0.058492426,-0.9466878,-0.363802,0.38960513,0.46086442,-0.25809082,-0.5199867,0.409749,-0.79909676,0.2648387,-0.39860457,-0.45040926,-0.268605,0.3778956,-0.044195406,0.56080043,0.046352513,-0.25420827,0.46541712,0.9949362,-0.5072313,0.2687492,-0.34775376,-0.05412138,-0.057992347,0.802416,-0.49932262,0.5145161,-0.260779,-0.88113004,-0.78223056,0.17047527,-0.73936963,-0.0042750114,-0.11730883,-0.14199156,0.9462725,0.22709677,0.034687683,-0.53596556,0.9146211,0.41441333,0.6341412,-0.387784,-0.22167751,-0.21062398,-1.2207149,0.41171986,-0.41241476,0.36389765,-1.1218032,0.32401735,0.559135,-0.5334674,0.6711129,0.7918368,-0.20359094,0.036526244,-0.9886603,-0.7159456,0.3088146,-0.081988536,-0.24697813,-0.0688479,-0.39605644,0.5334184,-0.7800486,-1.1739732,-0.5840861,0.6526514,0.55885935,-0.5017057,0.6856436,-0.67097574,-0.22095971,-1.0016761,0.008855731,-0.043917812,-0.36040196,0.3795697,0.61707544,-0.7487102,-0.1500032,0.5681627,-0.14797077,-0.07282655,0.18583657,0.03296914,-0.25398695,0.8385767,0.28504214,-0.6448358,-0.49146628,-0.28451622,0.10337577,0.060767386,-0.90606946,0.701667,-0.31440726,-0.6580059,0.33375362,0.5608848,-0.2946337,0.26108724,-0.050195117,0.44512916,-1.2819957,0.222121,0.68454957,-0.14157847,-0.39915842,-0.785379,-0.053977594,-0.06727026,-0.2792517,0.81270784,-0.28100693,-0.056541625,0.7630976,0.4860125,0.039208286,-0.4041417,-0.04428151,0.78508765,-0.9117447,0.04477791,-0.6222945,0.41911888,-0.42406777,0.45151448,-0.6007291,-0.20332457,0.22483441,0.9663938,-0.2043136,-1.0205772,-0.24708001,-0.9457098,-0.4184045,0.47539282,-0.4351996,0.19016217,0.4261659,0.32192752,-0.09778699,-0.16874366,0.67569155,-0.76903045,0.5605223,-0.5029534,-0.028825313,-0.7716635,0.45227966,0.53031605,-0.6245069,-0.5126072,0.20278127,-0.53247315,-0.3188723,0.23771691,-0.18598285,-0.6859293,0.15863295,-0.42041296,-0.13755772,-0.58209574,0.46837017,-0.5623324,0.16289334,0.26306617,-0.34135696,0.67381895,-0.0414099,0.102653295,-1.1415298,0.7146479,0.09918926,-0.17712471,-0.98658663,0.55903155,0.48117498,-0.43857247,0.22004996,0.11889355,0.0150964325,-0.6822492,-0.015776576,-0.06665143,1.4736404,-0.24522243,0.36967573,0.4332445,-0.11250898,-0.34492952,-0.09912226,-0.48154125,-0.29188496,0.29399893,0.1923435,-0.19597965,-0.19321664,-0.5080774,0.08173956,0.039676655,-0.5298082,0.22126514,-0.07428443,0.025328962,0.24787757,0.19855459,-0.55044323,0.6799767,0.3644908,-1.0680559,-0.120699525,-0.7260266,-1.1339259,0.25185212,-0.42720452,-0.1409794,0.480793,-0.45349646,0.72479355,-0.018549804,-0.12239609,-0.0864477,0.25245324,0.34179515,0.27248955,-0.84981847,-0.6202232,-0.4269543,0.13084523,-0.48506814,-0.2596338,-0.3200815,0.007345462,0.6048513,-0.41469008,0.1965783,-0.36278677,-0.091192916,-0.11413609,-0.48098606,0.5192702,-0.6809601,-0.24070343,-0.7509265,0.3971638,0.13050194,1.1685721,0.4166362,0.2881513,0.16240972,0.8476396,0.28517464,-0.07253872,0.35722715,-0.5720497,0.37122095,-0.39962775,0.34105375,0.21047652,0.56049687,-0.16068807,1.1221993,-0.029755445,0.3425362,0.41168416,0.104547344,0.6447769,0.6884273,-0.6992924,0.6446757,0.13786241,0.006094664,0.042168226,0.43719327,-0.32694253,-0.047677357,-0.4157645,0.13514684,0.03223897,-0.36366248,0.2361661,-0.56781805,0.46617436,0.24065535,0.1763493,-0.48791465,-0.4749578,-0.187548,0.0942414,0.18662377,0.4987333,0.023128383,0.7679084,-0.02392311,0.41451904,0.033587158,0.5977966,0.2038104,-0.21181747,-0.29076064,-0.30774114,-0.32314718,0.46756575,0.24379455,-1.1403356,0.28795737,-0.780456,-0.6053821,-0.39745268,-0.38445923,-0.25593433,-0.07385018,-0.008595903,-0.83571243,-0.6164435,0.37944165,0.08380093,0.29732043,0.83106,0.5075493,-0.30906168,0.6225954,0.7849964,0.04735593,0.5072737,-0.2354898,-0.79698986,-0.051380176,-0.3207391,-0.33451858,-0.49385184,-1.2419059,-0.53436476,-0.028843464,0.609634,0.14206517,-1.1345257,-0.6070413,0.3197868,-0.53496236,0.81701773,1.0667156,-0.70334244,0.2977345,-0.16164118,-0.36486423,0.014371339,0.06237832,-1.0098429,0.22368482,-0.30953118,-0.26561764,0.07129372,-0.13679948,-0.68482333,-0.33755082,0.0806216,-0.4619009,0.15722908,-0.37538227,0.06570291,0.48539233,0.10394763,0.4476593,0.6650056,0.48672193,-0.9266204,0.71487814,0.61171687,-0.37081492,-0.1742507,-0.15895167,0.9001526,0.25550213,1.0297573,-0.47133657,0.24740122,-0.7113044,-0.19605598,-0.2421712,0.3177886,-0.95703584,-0.3719898,-0.8205214,-0.27444118,-0.26870915,0.24337186,-0.44540066,1.0344274,-0.54469985,-0.25318033,0.031796437,-0.9915513,4.219897,0.41457564,0.19820793,0.3315333,-0.100337446,0.8011109,0.17186302,-0.43507555,0.47552115,0.35089827,0.46930575,0.33414295,0.2602765,-0.10421144,0.14521112,0.5987423,-0.34010458,0.5378149,0.8781158,-0.55024505,-0.2524157,0.99068487,0.46088558,-0.26716334,0.1274164,-0.03295748,0.34983873,-0.56743896,-0.9934585,-0.44386992,0.86199987,-0.47376913,0.35746545,-0.20095631,-0.48201,1.4803492,0.06716689,-0.2770065,0.16559264,0.30775237,0.067033686,0.0013702799,-0.13601534,0.6718265,-0.1800422,0.35062927,0.033239737,-0.15325573,0.23147151,-0.80019146,-0.081760205,-0.32304218,0.7316343,-0.20812193,-0.89580804,-0.21814778,-0.3453198,-0.4517761,-0.69351757,0.4319271,1.4146075,0.09058885,-0.6863786,-0.030544804,-1.0651101,-0.04377642,0.84354186,0.2871055,0.12891889,0.035010464,-0.0146578085,-0.15735619,-0.80482423,-0.7132168,0.081600994,-0.36675605,0.3264112,0.115304165,1.2529628,-0.1896318,-0.71634835,-0.09356561,-0.2053596,0.5192679,-0.025390862,0.7266603,-0.00622139,-0.10742326,-0.2545522,0.37862265,0.066281214,0.29679826,0.35155007,0.07952305,0.21344535]"
2,com.YayySAL.DodgeAgent,"Your mission, should you choose to accept it, is to break into the most heavily guarded safe vault in the world, bypassing lethal security systems and hundreds of armed guards, in order to steal the key to saving the world. You are a secret agent known only as the Dodge Agent, a master of evasive acrobatics, stealth, and infiltration. You can bypass any security system in the world. You can evade entire armies of armed security guards. But can you been the special agent who saves the world?","[0.54112804,0.7446751,-0.58174485,0.9596781,0.022076845,-0.63962513,-0.65325594,0.84811217,-0.09211668,0.45256913,0.10846036,0.7174492,0.56121045,-0.5291179,-0.26339844,-0.009503323,-0.3830962,0.31800956,-0.06706373,-0.6402286,0.15601674,0.040142108,-1.2299587,-0.24954563,-0.13566583,-0.07837787,0.26558834,0.030588483,-0.05028171,0.8285296,0.73893666,0.414159,0.05815198,-1.0443499,-0.15897648,-0.23163985,0.94865435,-0.7405263,0.07556498,-0.5606641,0.3942835,-0.5133683,0.5012057,-0.020764304,-0.8551386,-0.6796215,0.3256169,-0.007255252,0.6128837,-0.30668718,0.7010116,0.41803578,0.6370649,-0.065848194,-0.32344157,-0.022945175,0.01968362,0.40273708,0.4499253,0.030795816,0.46217963,-0.6997819,0.69107556,-0.47114348,0.0538245,0.56090677,-0.19090575,0.08079535,-0.30738083,0.18680725,-0.14453033,0.66210234,-0.9922655,-0.5826409,-0.50874263,0.6087999,0.6676416,0.0004975955,-0.61864823,0.1568936,0.18302058,0.54288983,0.07109649,-0.10914255,0.04424906,0.3730285,0.43687695,0.7290522,-0.0387513,-0.53009576,0.24713817,0.42901593,0.3350664,0.14283313,-0.0008337619,0.5374064,-0.44431782,0.36972997,0.318286,-0.24448542,-0.3617446,-0.13369694,-0.8878528,0.69229513,0.11189988,0.6100644,0.044401765,-1.0339224,-0.12301922,-0.5639513,0.6406257,-0.13016665,0.16370638,-0.8721087,-0.41034517,0.09922481,0.22896515,1.1603332,-0.7826715,0.36958876,-0.023086917,-0.77093107,0.6517422,-0.19590808,0.061559834,-1.1574872,0.025588932,-0.0095874835,-0.28637475,0.07627834,0.09514675,0.27854353,0.4239135,0.93645936,-1.2698053,0.04576237,0.086189516,0.17917071,0.32573202,-0.044911206,0.21521616,0.057312563,0.2725036,1.2283456,-0.1614403,-0.05662815,-0.037687495,0.5603851,-0.19643936,1.4350572,-0.36515588,-0.16748236,-0.06637657,0.22969839,-0.15207505,0.34507474,-0.35892975,0.22221369,-0.5425845,0.12129733,-0.32924718,0.349618,0.0787801,0.5717103,0.30610994,0.467087,-0.6366601,-0.18372227,-0.38031632,0.0845505,-0.30296817,-0.22423077,0.05863065,0.23455271,0.456936,-0.04758196,0.72859645,-0.35100046,0.42184594,0.4091379,-0.7317617,0.038564496,0.07119654,1.4663489,-0.08578861,-0.20918842,0.17634803,0.5050056,-0.46260005,-0.17967519,0.009086403,0.36193988,0.18537498,0.3817093,1.0866588,0.058413927,-1.1142812,-0.0039404025,0.5098479,-0.92743653,0.67778134,-0.27528304,0.08933165,0.15198314,-0.41811833,-0.0069391984,0.15413506,0.23156548,-0.28710568,-0.8417213,0.25037926,0.32735133,-0.14888062,-0.25689727,0.48664474,0.07701991,-0.33974883,1.0303462,0.10050588,-0.6847911,-0.62449646,0.041940585,-0.10997196,1.3359926,0.32352924,-0.41214067,-0.45452988,0.32062516,-0.6592727,-0.40266576,0.45248175,0.3527377,0.44272545,0.99169236,-0.11415456,-0.14735118,-0.27406427,-0.62438774,-0.007926484,0.5634055,0.8309793,0.096417695,0.7495143,0.2849248,0.1502473,0.10548695,-0.2450555,-0.2385865,-0.1651306,-0.33548462,-0.18162848,0.3124312,0.050168242,0.109245084,-0.64403826,-0.33658725,0.7607949,0.47481093,-0.8770604,0.21339694,-0.20290503,0.24055833,-0.27327546,0.16705905,0.25960886,0.4398341,-0.4080936,0.35773575,0.0012700527,-0.4910368,-0.023996018,-0.6326266,-0.3546039,-0.26360282,-0.5226487,-0.11590942,0.11077881,-0.6415326,0.39880726,-1.627931,0.35667467,-0.23130725,0.13078046,0.33680183,-0.022432685,-0.5945257,-0.96594346,-0.3494302,0.06893194,-0.13725558,-0.5006402,-0.5674093,-0.21015522,-0.36962742,-0.04725269,-0.53719354,0.5556339,0.23864827,-0.27452102,0.0016937479,0.26544666,-0.26382944,-0.0795035,-0.09357485,0.119310096,-0.17728965,0.46745762,-0.25960112,0.19784762,0.4731745,-0.46641508,0.9325565,-0.2639694,-0.31041154,-0.52283305,0.6297515,1.1420679,0.1891604,-0.017355092,-0.0168797,-0.10650917,-0.30691397,-0.13516934,-0.14453703,-0.12175578,0.06433541,-0.31577495,-1.0073771,-0.19369009,-0.008656528,0.023911523,-0.25283542,-0.4635284,0.09341849,0.085475184,0.41964716,0.035112858,-0.59582657,0.010918937,0.40559852,0.30414507,-1.042071,0.2264224,-0.22813635,-0.24092568,0.44549727,0.24750413,-0.15725417,-0.7975907,-0.09710279,0.22124472,-0.4030491,0.1507888,-0.4558935,0.94638616,0.46362022,-0.61858946,0.11956656,0.29971933,0.51882684,0.35760644,0.54249966,0.09016436,0.017527888,-0.15717436,-0.30710983,-0.37474316,0.50048983,-0.2361099,-0.14944525,0.5845298,-0.43501526,0.41464466,-0.08227525,-0.19923502,-0.1912783,0.48919356,0.3080997,-0.56581855,-0.17917833,0.5432961,-0.61619395,0.48906425,0.36291844,0.3862303,0.011743906,0.057217706,-0.31445366,0.37566304,0.01693772,-0.7626414,-0.52617574,0.44226697,-0.521691,-0.7023391,-0.81193537,0.93989,0.34433547,1.0294307,0.011528369,0.3101415,0.57120657,0.11689143,0.03206613,-0.63603306,0.42563054,-0.6578344,0.8355933,-0.56092334,0.15911111,-0.38356,0.4784051,0.41158053,0.054620806,0.6461816,-0.08163394,-0.0622968,-0.15491891,0.18673992,-0.09764092,-0.57886803,-0.78775555,-0.2789666,0.6892463,1.0049812,-0.5719492,-0.33469713,-0.66790843,0.46657732,-0.2691339,0.54064584,-0.4551303,-0.9000536,-0.7244545,-0.75562817,-0.18782839,0.5981597,-0.15915641,0.52030295,-0.82595,0.031090694,0.11094915,-0.15476675,-0.9784885,0.3410959,-0.52066946,-0.062230796,0.3692605,-0.38477784,-0.4160608,0.2721772,-0.4317288,0.33411038,-0.24564916,-0.040316664,0.0929956,-0.026461035,0.8483903,0.26469955,0.05919357,-0.21782768,-0.5904378,0.5264128,-0.79485893,-0.931821,0.4998654,-0.3868727,-0.12520117,0.19455329,-0.14655824,0.25094083,0.14877455,-0.5400335,-0.6196052,0.6923789,-0.7971545,0.34096405,-0.25768012,-0.14827342,-0.08941187,-0.98623616,0.4294604,0.5749464,0.039119557,-0.89593524,-1.122101,0.056540575,0.4855682,-0.12224668,-0.13886242,-0.31764653,0.50093216,-0.19073837,-0.19877641,0.6419978,0.43612885,-0.32313,0.12741071,0.38311046,-0.36902487,-0.3128051,-0.09866288,-0.96438336,0.04154649,-0.39213967,0.6902379,-0.7785116,-0.8084013,-0.19788256,0.7047268,-0.4582713,1.059522,-0.22182785,0.53084826,1.0606074,0.5117627,0.37297386,-0.50302094,-0.52753544,0.5260721,-0.105279945,-0.3742076,0.13646214,0.7547269,0.33236554,-0.104513064,-0.30199772,-0.49964553,-0.4892211,-0.22766219,0.09952646,-1.481825,0.17832817,-0.15088779,-0.5339074,0.14267267,0.15227672,0.43522066,-0.7957625,-0.5183738,0.078877,-0.29159677,0.27028376,0.47311807,-0.31405714,-0.72799265,0.28056493,0.49948952,-0.5151041,-0.14857227,-0.06592213,0.13312358,0.37522954,0.38400185,0.10584528,-0.30890664,-0.16622944,0.33284664,-0.57156616,0.40071282,-0.16770644,-0.66581744,-0.34717482,-0.4470098,-0.93718886,-0.073185064,0.48276925,-0.13185728,0.4991848,0.02982,-0.1528114,-0.39445305,0.62009794,0.76813453,0.14479935,-0.3497733,0.50437415,-0.88697314,-0.981796,0.4269592,0.038210336,-0.28331187,-0.5760555,-0.10356462,0.40543124,0.05276778,0.4539829,0.5584882,-0.19956082,0.12568071,-0.5797388,0.25171813,0.66808957,0.15967295,-0.013935161,0.103733666,-0.02887354,0.11337191,-0.31151554,0.33786944,-0.84261966,-0.19514538,0.5555674,0.26559225,0.9107485,-0.85034156,-0.63353896,-0.39009595,0.041171752,0.4525775,0.232237,0.18838866,1.2227353,-0.6625335,-0.2823209,1.1499705,-0.5665092,-0.18667203,0.41701776,0.14776538,-0.2284139,0.44418958,0.7564287,-0.6936915,-0.6127265,-1.1589386,-0.1966756,0.5580805,-0.2326237,0.26437083,-0.5092774,-0.3226746,-0.23657736,0.66077757,0.4934131,0.38562968,0.15196128,0.864857,-0.67923295,0.43090975,0.05129871,-0.1451802,0.22905535,-1.9198259,-0.6399091,-0.014478162,0.41856465,0.32094103,0.0044114813,-0.10944022,0.076342486,-0.71791,-0.2172058,-0.2777169,0.8862997,0.4931135,-1.2127099,-0.02740749,-0.24301541,0.10762408,-0.19040127,-0.01855795,-0.4831128,-0.098697685,0.4927411,0.40501615,0.078845076,-1.1346058,-0.8178048,-0.89469475,-0.02303884,-0.7089054,-0.56166893,0.657664,0.6670656,0.15571368,0.39673105,0.35835707,-0.038816065,-0.64738756,0.056698732,-0.27419788,0.56107366,0.28623974,-0.33396295,-0.2578263,0.019632844,-0.7455612,0.06678343,-0.19829123,0.23166431,-0.38213757,0.5493045,0.029152261,-0.038663305,-0.36563957,-0.38658392,-0.35599622,0.056214336,-0.9487743,0.4640975,-0.11349669,-0.4609367,0.42944172,-0.047380768,0.20460625,-0.25103572,0.82126176,0.44669038,0.07536317,-0.8126067,0.44961587,0.24492007,-0.2958257,0.17660186,-0.53993374,0.20729621,-0.31417102,-0.09689799,-0.47051457,0.5312435,-0.27067178,0.39642155,1.0344398,0.5695308,0.7163927,-0.43417293,-0.45656672,0.5816132,0.053446397,-0.28835836,-0.63096845,-0.02558833,-0.10796723,-0.17641665,0.70286155,-0.8097872,-0.45181814,0.5147541,-0.96167475,0.36984307,0.845447,0.40102422,0.43859455,0.06184671,-0.6233442,-0.61758465,-1.0645871,0.27654383,-0.35003585,0.14908148,0.120608665,0.21583688,-0.2803301,-0.4179134,-0.41072738,0.1455132,0.37301,-0.08252283,0.5512528,0.7219852,-0.5840749,-0.3449369,-0.69106936,0.6417135,-0.1822432,-0.6433804,0.15514958,0.8472915,-0.13527165,0.15778878,-0.23085117,0.34630856,0.3095397,-0.5301322,0.48932302,0.6767398,-0.78354836,0.1321815,0.2919909,0.53960896,0.63538766,0.18505262,0.3607711,0.16573054,-0.18249395,0.26266292,-0.23979342,-0.10677911,0.54859006,0.27389634,0.486815,-0.8685301,0.31185576,-0.79578173,0.20412235,0.90848136,1.285261,-0.49269614,0.24861847,0.15430996,-0.23466472,-0.1462702,-0.082644895,0.5743098,-1.0596552,0.3318474,0.5187655,-0.3334804,-1.1818862,-0.25584102,-0.25248718,-0.18256837,-0.25524276,-0.011670829,-0.31783828,0.9977394,0.028673843,0.464647,0.16787313,-0.42228618,-0.49453056,0.42194784,-1.1713047,-0.5651857,0.7478767,0.101866364,-0.49515763,0.3083252,-0.27913666,-0.4211085,0.3680494,0.93392944,0.05416876,-0.031731296,-0.2945117,-0.35561138,-0.5900924,0.1698369,-0.07685889,0.062506266,0.5169953,-0.6336658,0.31049764,-0.2896741,0.0146017615,-0.2778236,0.21666306,0.45918274,0.13870333,-0.5147855,-0.6590033,-0.03658199,0.24701758,0.45950285,1.144723,-0.03852588,1.00463,0.71290404,-0.38468376,0.41565025,-0.8560293,-0.3565013,-0.28723085,-0.27264643,-0.70354295,-0.32326883,-0.7059509,-0.001991934,-0.40801838,0.60058445,0.064988725,-0.24398631,0.01157917,0.52734697,-0.14776376,-0.17093253,0.22429623,1.3749334,0.41608086,0.03875708,0.24607913,-0.4355515,0.6047436,-0.98385876,0.7197743,-0.61860937,-1.1121864,0.012599262,-0.48972428,-0.37021336,-0.417215,-0.90976083,-0.36099648,-0.081393644,0.15809114,0.37264588,0.3180758,0.4893219,-0.017297909,1.1792319,0.03640853,-0.5585931,-0.100582376,0.3447465,0.02023127,0.20632403,-0.39810142,0.025580814,-0.99647593,0.05063515,-0.60920084,0.49075112,-0.4305683,0.40159935,0.15681939,0.56183136,-0.03278715,-0.5744822,-0.5682909,-1.0436659,-0.60776985,-0.044961106,-0.11673463,0.27887082,-0.41786537,0.34157667,0.2708366,-0.356849,4.3058047,0.42693898,0.115175344,0.6658281,0.34052345,1.0866574,0.61457217,-0.48354998,0.23722067,-0.36941606,0.015978467,-0.307078,0.32962835,-0.11357494,0.33328494,0.33053657,-0.33400965,0.86555886,0.045784373,-0.67115474,-0.8848706,0.62580705,0.13893788,0.3662425,-0.20493247,0.98231435,0.77559143,0.1947405,-0.17113273,-0.21166047,-0.07547389,0.025287755,-0.041301716,-1.006772,-0.60304075,0.7029166,0.412124,0.044470966,-0.15231405,-0.03857137,0.40804175,0.5219637,-0.45568424,-0.28027278,0.1441948,0.5266987,-0.32363275,-0.31610173,0.8923909,-1.0810273,0.0065652523,0.08537123,0.90679675,-0.3577513,-0.118789606,0.41862047,-0.2555662,0.20664918,-0.11783114,0.2992445,0.53767645,-0.3825738,0.21973138,-1.2155503,0.12158052,0.51526546,1.0647957,0.46033195,0.23667732,-0.70551836,-0.15862375,-0.8939873,-1.1279268,-0.89830005,0.5157665,-0.31291282,0.42844886,0.41530868,0.27525938,0.22514063,-0.5105899,-0.25634328,-0.96148556,0.7362313,0.377313,0.672197,0.297516,-0.18219686,0.84710044,0.36669216,-0.12617983,0.17645028,-0.7760947,-0.54884094,0.15815032]"
